tipo_establecimiento,tipo_titularidad,municipio_codigo,municipio_nombre,direccion_establecimiento,direccion_via_codigo,direccion_via_nombre,direccion_portal_numero,direccion_piso,direccion_puerta,direccion_codigo_postal,direccion_ubicacion,direccion_coordenada_x,direccion_coordenada_y,horario_acceso,codigo_dea
Otros,Publica,115,Pozuelo de Alarcon,CMNO Huertas 38  ,CMNO,Huertas,38,,,28223,CONTROL PABELLON DEPORTIVO EL TORREON POLIDEPORTIVO MUNICIPAL. AYTO. POZUELO,430883,4477023,,2018-1072
Centro educativo,Publica,079,Madrid,CALLE Campus Sur 2  ,CALLE,Campus Sur,2,,,28031,"ETSI EN TOPOGRAFIA, GEODSIA Y CARTOGRAFIA. EN CONSERJERIA UNIVERSIDAD COMPLUTENSE DE MADRID",446545,4471163,,2018-1145
Centro educativo,Publica,079,Madrid,PLAZA del Cardenal Cisneros 3  ,PLAZA,Cardenal Cisneros,3,,,28040,EN LA CONSERJERIA DEL HALL DEL EDIFICIO PRINCIPAL. ETSI AERONAUTICA Y DEL ESPACIO. UNIV. POLIT. MADRID,438501,4476900,7.30-22,2018-1146
Centro educativo,Publica,079,Madrid,CALLE de Jose Antonio Novais 10  ,CALLE,Jose Antonio Novais,10,,,28040,E.U.I.T. FORESTAL. UNIVERSIDAD POLITECNICA DE MADRID,438661,4477810,,2018-1157
Centro educativo,Publica,079,Madrid,CALLE del Profesor Aranguren 3 0 ,CALLE,Profesor Aranguren,3,0,,28040,"EN EL VESTIBULO DE LA ENTRADA PRINCIPAL DEL EDIFICIO ETS INGENIER DE CAMINOS, CANALES Y PTOS. UNIVERSIDAD POLITECNICA DE MADRID",437754,4477861,7-22,2018-1161
Centro educativo,Publica,079,Madrid,CALLE de Alan Turing S/N 1ª ,CALLE,Alan Turing,S/N,1ª,,28031,FRENTE A PUERTA DE CONSERJERIA PRINCIPAL. ETSI DE DE SISTEMAS INFORMATICOS. UNIVERSIDAD POLITECNICA DE MADRID,446781,4471186,L A V 7.30-21.45,2018-1162
Establecimiento dependiente de una Administracion Publica,Publica,079,Madrid,CALLE de Sagasta 13 BAJA B,CALLE,Sagasta,13,BAJA,B,28004,EN CONSERJERIA EN PLANTA CALLE AGENCIA MADRILENA DE ATENCION SOCIAL,440626,4475587,9-20,2018-1010
Centro educativo,Publica,149,Torrejon de la Calzada,CALLE Miguel Hernandez 2 BAJA ,CALLE,Miguel Hernandez,2,BAJA,,28991,EN EL DESPACHO DE LA JEFATURA DE ESTUDIOS I.E.S. MIGUEL DELIBES,431486,4449552,,2018-1011
Establecimiento dependiente de una Administracion Publica,Publica,030,La Cabrera,AVDA de la Cabrera 96 1ª ,AVDA,Cabrera,96,1ª,,28751,HALL JUNTO A ASEOS. CENTRO CULTURAL COMARCAL DE HUMANIDADES SIERRA NORTE. COMUNIDAD DE MADRID,448907,4524827,,2018-910
Establecimiento dependiente de una Administracion Publica,Publica,079,Madrid,CALLE de Benjamin Palencia 25 1ª ,CALLE,Benjamin Palencia,25,1ª,,28038,EN LA SALA DE CURAS AGENCIA MADRILENA DE ATENCION SOCIAL,445035,4471766,24H,2018-1015
"Instalacion, centro o complejo deportivo con mas de 500 usuarios diarios",Publica,115,Pozuelo de Alarcon,AVDA de Juan Antonio Samaranch Torello 8  ,AVDA,Juan Antonio Samaranch Torello,8,,,28223,CONTROL FUTBOL VALLE DE LAS CANAS CENTRO DEPORTIVO MNICIPAL CONCEJALIA DEPORTES. AYTO. POZUELO,430329,4474485,,2018-1054
Establecimiento publico con aforo igual o superior a 2000 personas,Publica,079,Madrid,AVDA del Padre Huidobro 0 km8  ,AVDA,Padre Huidobro,0 km8,,,,EN HALL DE ZONA TECNICA.ZONA VESTUARIOS JOCKEYS SALA DE PESO.. HIPODROMO DE LA ZARZUELA SA S.M.E.,435892,4479640,,2018-1102
Establecimiento dependiente de una Administracion Publica,Publica,028,Bustarviejo,CALLE San Andres 0  ,CALLE,San Andres,0,,,28720,ENVEHICULO POLICIAL HONDA CRV MATRICULA 8498GRS. EN DEPENDENCIAS POLICIA LOCAL. AYTO. BUSTARVIEJO,440423,4523117,,2018-1125
Establecimiento dependiente de una Administracion Publica,Publica,079,Madrid,CALLE de Zaorejas 16  ,CALLE,Zaorejas,16,,,28042,EN EL SERVICIO MEDICO ENTRE MODULO 3 Y DESPACHOS TECNICOS AGENCIA MADRILENA DE ATENCION SOCIAL,453133,4478009,24H,2018-1126
Centro educativo,Publica,079,Madrid,CALLE de Rios Rosas 21  ,CALLE,Rios Rosas,21,,,28003,ETSI DE MINAS Y ENERGIA. UNIVERSIDAD POLITECNICA DE MADRID,440635,4477091,HORARIO LECTIVO,2018-1144
Centro educativo,Publica,079,Madrid,PLAZA del Cardenal Cisneros 3  ,PLAZA,Cardenal Cisneros,3,,,28040,ETSI AERONAUTICA Y DEL ESPACIO. CONSERJERIA. EDIFICIO B HALL UNIVERSIDAD POLITECNICA DE MADRID.,438590,4476887,7.30-22,2018-1147
Otros,Publica,079,Madrid,CALLE de Alan Turing 3  ,CALLE,Alan Turing,3,,,28031,EDIFICIO DE LA ARBOLEDA UNIVERSIDAD POLITECNICA DE MADRID,446818,4471205,9-14,2018-1148
Otros,Publica,115,Pozuelo de Alarcon,AVIA M-40 KM38  ,AVIA,M-40,KM38,,,,CENTRO DE BIOTECNOLOGIA Y GENOMICA DE PLANTAS. PARQUE CIENTIF Y TECNOL. CAMPUS DE MONTEGANCEDO UNIV. POLIT. MADRID,429404,4473193,8.30-19.30,2018-1150
Centro educativo,Publica,079,Madrid,CALLE de Juan de Herrera 4 0 ,CALLE,Juan de Herrera,4,0,,28013,CONSERJERIA DE LA ESCUELA TECNICA SUPERIOR DE ARQUITECTURA UNIVERSIDAD POLITECNICA DE MADRID,437939,4476748,8.30-14.30,2018-1151
Establecimiento publico con aforo igual o superior a 2000 personas,Publica,079,Madrid,AVDA de Juan de Herrera 6  ,AVDA,Juan de Herrera,6,,,28040,ETS DE EDIFICACION UNIVERSIDAD POLITECNICA DE MADRID,437937,4476749,,2018-1153
Centro educativo,Publica,079,Madrid,CALLE de Mercator S/N  ,CALLE,Mercator,S/N,,,28031,ETSI Y SISTEMAS DE TELECOMUNICACION UNIVERSIDAD POLITECNICA DE MADRID,446609,4471197,,2018-1165
Otros,Publica,079,Madrid,CALLE de Jose Gutierrez Abascal 2  ,CALLE,Jose Gutierrez Abascal,2,,,28006,LABORATORIO DE MAQUINAS ELECTRICAS. ETS DE INGENIEROS INDUSTRIALE UNIVERSIDAD POLLITECNICA DE MADRID,441478,4476863,9-20,2018-1166
Establecimiento dependiente de una Administracion Publica,Publica,079,Madrid,CALLE de Velazquez 134  ,CALLE,Velazquez,134,,,28006,SEPI SOCIEDAD ESTATAL DE PARTICIPACIONES ,442108,4476661,24H,2018-1220
"Instalacion, centro o complejo deportivo con mas de 500 usuarios diarios",Publica,115,Pozuelo de Alarcon,PLAZA Italia 3  ,PLAZA,Italia,3,,,28224,CONTROL POLIDEPORTIVO CARLOS RUIZ CENTRO DEPORTIVO AYTO POZUELO DE ALARCON,432668,4478099,,2018-1056
Centro educativo,Publica,079,Madrid,PASEO Senda del Rey 17 0 ,PASEO,Senda del Rey,17,0,,28040,EN LA CONSERJERIA DEL EDIFICIO FITOTECNIA. CAMPOS DE PRACTICAS ETSIAAB UNIVERSIDAD POLITECNICA DE MADRID,437493,4476744,24 H,2018-1137
Centro educativo,Publica,079,Madrid,AVDA Complutense 30  ,AVDA,Complutense,30,,,28040,HALL EDIF. A JUNTO A CONSERJERIA. ETS INGENIEROS TELECOMUNCACIONE UNIVERSIDAD POLITECNICA DE MADRID.,438426,4478227,8-22,2018-1139
Otros,Publica,115,Pozuelo de Alarcon,PQUE Forestal de Montegancedo   ,PQUE,Forestal de Montegancedo,,,,28223,INSTALACIONES DEPORTIVAS DE MONTEGANCEDO UNIVERSIDAD POLITECNICA DE MADRID,429216,4473129,,2018-1140
Otros,Publica,115,Pozuelo de Alarcon,PQUE Forestal de Montegancedo   ,PQUE,Forestal de Montegancedo,,,,28223,CENTRO TECNOLOG. BIOMEDICA . 2ª EDIFICIO A LA IZ. FACHADA CRISTAL UNIVERSIDAD POLITECNICA MADRID,429403,4473194,TODO EL DIA,2018-1143
Establecimiento dependiente de una Administracion Publica,Publica,079,Madrid,CALLE de Cea Bermudez 5 3ª ,CALLE,Cea Bermudez,5,3ª,,28003,SALA DE SEGURIDAD PARQUE MOVIL DEL ESTADO,440034,4476685,24H,2018-927
Establecimiento dependiente de una Administracion Publica,Publica,174,Villamanta,AVDA de la Libertad 37  ,AVDA,Libertad,37,,,28610,SEDE DE LA POLICIA LOCAL AYUNTAMIENTO DE VILLAMANTA,440836,4474749,24 H,2018-965
Centros residenciales de mayores con 200 plazas,Publica,079,Madrid,CALLE de Carmen Bruguera 33  ,CALLE,Carmen Bruguera,33,,,28026,DETRAS DE LA PUERTA DE RECEPCION-INFORMACION C.M. USERA - AGENCIA MADRILENA DE ATENCION SOCIAL,440344,4471232,7.45-20.30,2018-977
Centro educativo,Publica,079,Madrid,AVDA de la Peseta 30  ,AVDA,Peseta,30,,,28054,EN EL PASILLO DEL MODULO SANITARIO CENTRO PUBLICO DE DE EDUCACION ESPECIALMARIA SORIANO,435305,4468286,,2018-1004
Establecimiento dependiente de una Administracion Publica,Publica,079,Madrid,CALLE de Alfacar 30  ,CALLE,Alfacar,30,,,28033,JUNTO A LA ENTRADA EN EL DESPACHO DE AUXILIARES DE CONTROL AGENCIA MADRILENA DE ATENCION SOCIAL,445107,4489050,,2018-1022
Otros,Publica,115,Pozuelo de Alarcon,CALLE CAIT CAMPUS MONTEGANCEDO.   ,CALLE,CAIT CAMPUS MONTEGANCEDO.,,,,,UNIVERSIDAD POLITECNICA MADRID,429177,4473351,8-21,2018-1136
Establecimiento dependiente de una Administracion Publica,Publica,079,Madrid,CALLE del General Ricardos 177  ,CALLE,General Ricardos,177,,,28025,EN EL HALL AL LADO DE LA UNIDAD DE CONTROL DEL CENTRO AENCIA MADRILENA DE ATENCION SOCIAL,437495,4470773,24H,2018-906
Centro educativo,Publica,106,Parla,AVDA de America 49 BAJA ,AVDA,America,49,BAJA,,28981,"DESPACHO DE SECRETARIA. HALL, A LA IZQUIERDA, 2ª PUERTA CPEE MARIA MONTESSORI",434469,4453136,9-16.30 SALVO JULIO Y AGOSTO,2018-939
Establecimiento dependiente de una Administracion Publica,Publica,079,Madrid,AVDA de San Fermin 15 BAJA ,AVDA,San Fermin,15,BAJA,,28041,PUERTA ENTRADA CENTRO DE DIA DESDE LA RECEPCION AGENCIA MADRILENA DE ATENCION SOCIAL,441356,4469240,,2018-956
Establecimiento dependiente de una Administracion Publica,Publica,903,Tres Cantos,SECT Descubridores 24  ,SECT,Descubridores,24,,,28760,EN EL PUESTO DE CONTROL AGENCIA MADRILENA DE ATENCION SOCIAL,439422,4495928,8-20,2018-957
Otros,Publica,079,Madrid,CALLE de Ramirez de Arellano 15 5ª Dcha,CALLE,Ramirez de Arellano,15,5ª,Dcha,28043,CAMARA DE CUENTAS DE LA COMUNIDAD DE MADRID ,444537,4477789,,2018-1006
Otros,Publica,115,Pozuelo de Alarcon,AVDA de Juan Antonio Samaranch Torello 8  ,AVDA,Juan Antonio Samaranch Torello,8,,,28223,CONTROL HOCKEY VALLE DE LAS CANAS CENTRO DEPORTIVO MUNICIPAL,430329,4474485,,2018-1071
Centro educativo,Publica,903,Tres Cantos,SECT Descubridores 26  ,SECT,Descubridores,26,,,28760,GOLEGIO CARMEN HERNANDEZ GUARCH - VESTIBULO ENTRADA,439334,4496010,,2018-1285
Centro educativo,Publica,903,Tres Cantos,SECT Literatos 11  ,SECT,Literatos,11,,,28760,colegio miguel Cervantes EN VESTIBULO DE ENTRADA DEL EDIFICIO PRINCIPAL. aYTO TRES CANTOS,439892,4495528,9:30 a 17:30 h,2018-1301
Establecimiento dependiente de una Administracion Publica,Publica,079,Madrid,CALLE de Alfonso XII 68  ,CALLE,Alfonso XII,68,,,28014,MUSEO NACIONAL DE ANTROPOLOGIA EN EL HALL DE ENTRADA AL MUSEO,441548,4473260,24H,2018-1431
Centro educativo,Publica,174,Villamanta,CNADA Real Segoviana s/n  ,CNADA,Real Segoviana,s/n,,,28610,DENTRO DE CONSERJERIA COLEGIO ,405772,4461257,,2018-1453
Establecimiento dependiente de una Administracion Publica,Publica,005,Alcala de Henares,AVDA de Meco 1  ,AVDA,Meco,1,,,28805,COCHE PATRULLA 68 POLICIA LOCAL MATRICULA 2630 KTK AYTO. ALCALA DE HENARES CUARTEL POLICIA,469719,4482597,24H,2018-1484
Otros,Publica,079,Madrid,PASEO de Recoletos 37  ,PASEO,Recoletos,37,,,28004,A LA DERECHA DE LA ENTRADA TRAS MOSTRADORES RECEPCION CASINO DE MADRID,441342,4475068,16-6,2018-1488
Instalaciones de transporte,Publica,079,Madrid,CALLE VESTIBULO PPAL. JUNTO A TAQUILLAS 0  ,CALLE,VESTIBULO PPAL. JUNTO A TAQUILLAS,0,,,,RENVE VIAJEROS SOCIEDAD MERCANTIL ESTATAL,433767,4470360,,2018-1545
Instalaciones de transporte,Publica,074,Leganes,CALLE Virgen del Camino 0  ,CALLE,Virgen del Camino,0,,,28911,ENTRADA PPA. JUNTO A MQUINAS DE VENTA AL LADO DE TAQUILLAS RENFE VIAJEROS SOCIEDAD MERCANTIL ESTATAL,434497,4464593,,2018-1546
Instalaciones de transporte,Publica,079,Madrid,CALLE del Ombu 0  ,CALLE,Ombu,0,,,28045,ACCESO TORNOS FRENTE A TAQUILLA RENFE VIAJEROS SOCIEDAD MERCANTIL ESTATAL,442446,4471886,,2018-1547
Instalaciones de transporte,Publica,079,Madrid,CALLE de Pedro Bosch 0  ,CALLE,Pedro Bosch,0,,,28007,ACCESO TORNOS PASILLO VERDE RENFE VIAJEROS SOCIEDAD MERCANTIL ESTATAL,442446,4471886,,2018-1548
Instalaciones de transporte,Publica,092,Mostoles,CALLE JUNTO A LAS TAQUILLAS 0  ,CALLE,JUNTO A LAS TAQUILLAS,0,,,,RENFE VIAJEROS SOCIEDAD MERCANTIL ESTATAL,426650,4464576,,2018-1550
Instalaciones de transporte,Publica,079,Madrid,CALLE de Raimundo Fernandez Villaverde 0  ,CALLE,Raimundo Fernandez Villaverde,0,,,28003,VESTIBULO NORTE AL LADO DE TAQUILLA RENFE VIAJEROS SOCIEDAD MERCANTIL ESTATAL,441302,4477556,,2018-1551
Instalaciones de transporte,Publica,079,Madrid,CALLE de Raimundo Fernandez Villaverde 0  ,CALLE,Raimundo Fernandez Villaverde,0,,,28003,VESTIBULO SUR AL LADO DE TAQUILLA RENFE VIAJEROS SOCIEDAD MERCANTIL ESTATAL,441332,4477486,,2018-1552
Instalaciones de transporte,Publica,106,Parla,CALLE Real 0  ,CALLE,Real,0,,,28981,PARED IZQUIERDA JUNTO TAQUILLAS RENFE VIAJEROS SOCIEDAD MERCANTIL ESTATAL,434573,4458412,,2018-1553
Instalaciones de transporte,Publica,127,Las Rozas de Madrid,AVDA Bomberos 0  ,AVDA,Bomberos,0,,,28232,VESTIBLO ESQUINA RENVE VIAJEROS SOCIEDAD MERCANTIL ESTATAL,425291,4486093,,2018-1554
Instalaciones de transporte,Publica,079,Madrid,PASEO de la Florida 0  ,PASEO,Florida,0,,,28008,PRINCIPE PIO. MOSTRADOR TAQUILLAS RENFE VIAJEROS SOCIEDAD MERCANTIL ESTATAL,438992,4474794,,2018-1556
Instalaciones de transporte,Publica,079,Madrid,PASEO de Recoletos 0  ,PASEO,Recoletos,0,,,,VESTIBULO PRINCIPAL AL LADO DE LA TAQUILLA RENFE VIAJEROS SOCIEDAD MERCANTIL ESTATAL,441385,4474971,,2018-1557
Instalaciones de transporte,Publica,079,Madrid,CALLE CENTRO DE INFORMACION AL LADO DE PANTALLAS 0  ,CALLE,CENTRO DE INFORMACION AL LADO DE PANTALLAS,0,,,,RENFE VIAJEROS SOCIEDAD MERCANTIL ESTATAL,440330,4474242,,2018-1558
Centro de trabajo con mas de 250 trabajadores,Publica,115,Pozuelo de Alarcon,AVDA Radio y Television 4  ,AVDA,Radio y Television,4,,,28223, CORPORACION RADIO TELEVISION ESPANOLA,433066,4473592,,2018-1297
Centro educativo,Publica,106,Parla,CALLE Lago Tiberiades 1 BAJA ,CALLE,Lago Tiberiades,1,BAJA,,28981,HALL DE ENTRADA CEIP ANTONIO MACHADO,433923,4454231,L A V 9-14,2018-1345
Centro educativo,Publica,060,Fuentidueña de Tajo,CALLE de la Virgen de Alarilla 10  ,CALLE,Virgen de Alarilla,10,,,28597,EN LA ENTRADA CEIP ALARILLO AYUNTAMIENTO DE FUENTIDUENA DEL TAJO,486272,4440685,9 A 14,2018-1457
Instalaciones de transporte,Publica,005,Alcala de Henares,PLAZA del 11 de Marzo 0  ,PLAZA,11 de Marzo,0,,,28807,EN EL HALL RENFE VIAJEROS SOCIEDAD MERCANTIL ESTATAL,469005,4482109,,2018-1526
Instalaciones de transporte,Publica,079,Madrid,PLAZA de Espana 54  ,PLAZA,Espana,54,,,,VESTIBULO PRINCIPAL. ENTRE MAQUINA DE BILLETES Y TABLON ANUNCIOS RENFE VIAJEROS SOCIEDAD MERCANTIL ESTATAL,446148,4488711,,2018-1527
Instalaciones de transporte,Publica,007,Alcorcon,AVDA de Mostoles 4  ,AVDA,Mostoles,4,,,28922,JUNTO A TAQUILLA 40 RENFE VIAJEROS SOCIEDAD MERCANTIL ESTATAL,429368,4466947,,2018-1528
Instalaciones de transporte,Publica,903,Tres Cantos,PLAZA de la Estacion 0  ,PLAZA,Estacion,0,,,28760,PASADOS TORNOS PARED DCHA. RENFE VIAJEROS SOCIEDAD MERCANTIL ESTATAL,439440,4494457,,2018-1559
Instalaciones de transporte,Publica,006,Alcobendas,CALLE del Marques de la Valdavia 0  ,CALLE,Marques de la Valdavia,0,,,28100,AL LADO DE TAQUILLA RENFE VIEJEROS SOCIEDAD MERCANTIL ESTATAL,444619,4488717,,2018-1560
Centro educativo,Publica,014,Arganda del Rey,CALLE Rosa Luxemburgo 2  ,CALLE,Rosa Luxemburgo,2,,,28500,PABELLON DE SERVICIOS - PTA BAJA  - CONSERJERIA ,462131,4461706,07:00 A 19:00H ,2018-1274
Establecimiento dependiente de una Administracion Publica,Publica,903,Tres Cantos,SECT Literatos 12  ,SECT,Literatos,12,,,28760,CASA DE LA JUVENTUD VESTIBULO DE ENTRADA,439848,4495444,8:00 A 22:00,2018-1289
Establecimiento dependiente de una Administracion Publica,Publica,005,Alcala de Henares,AVDA de Meco 1  ,AVDA,Meco,1,,,28805,DESFIBRILADOR PORTATIL EN COCHE POLICIA. EDIFICIO CONJUNTO JEFATURA POLICIA LOCALY COMISARIA POLICIA NACIONAL,469719,4482597,24H,2018-1446
Instalaciones de transporte,Publica,038,Cercedilla,CALLE de Emilio Serrano 43  ,CALLE,Emilio Serrano,43,,,28470,VESTIBULO PPAL PADRE SALIDA ANDENES RENFE VIAJEROS SOCIEDAD MERCANTIL ESTATAL,409999,4510182,,2018-1535
Instalaciones de transporte,Publica,079,Madrid,CALLE de Tomelloso 0  ,CALLE,Tomelloso,0,,,28026,PASILLO DE SALIDA 12 DE OCTUBRE JUNTO A CUARTO TECNICO. RENFE VIAJEROS SOCIEDAD MERCANTIL ESTATAL,440722,4470025,,2018-1537
Instalaciones de transporte,Publica,065,Getafe,AVDA del Casar 0  ,AVDA,Casar,0,,,28903,PARED ACCESO A OFICINAS JUNTO A TAQUILLA RENFE VIAJEROS SOCIEDAD MERCANTIL ESTATAL,439684,4463350,,2018-1538
Centro de trabajo con mas de 250 trabajadores,Publica,115,Pozuelo de Alarcon,AVDA Radio y Television 4 1ª ,AVDA,Radio y Television,4,1ª,,28223,PASILLO ACCESO INFORMATIVOS FRENTE ACCESO REDACCION CORPORACION RADIO TELEVISION ESPANOLA,433066,4473592,,2018-1328
Centro de trabajo con mas de 250 trabajadores,Publica,115,Pozuelo de Alarcon,AVDA Radio y Television 4 1ª ,AVDA,Radio y Television,4,1ª,,28223,PASILLO CENTRAL JUNTO A PASARELA ACCESO A VESTUARIOS CORPORACION RADIO TELEVISION ESPANOLA,433066,4473592,,2018-1329
Centro de trabajo con mas de 250 trabajadores,Publica,115,Pozuelo de Alarcon,AVDA Radio y Television 4 3ª ,AVDA,Radio y Television,4,3ª,,28223,ASCENSOR PROXIMO A CONTROL CENTRAL EDIFICIO CORONA CORPORACION RADIO TELEVISION ESPANOLA,433066,4473592,,2018-1330
Centro de trabajo con mas de 250 trabajadores,Publica,115,Pozuelo de Alarcon,AVDA Radio y Television 4 BAJA ,AVDA,Radio y Television,4,BAJA,,28223,RECEPCION ACCESO PRINCIPAL EDIFICIO LADO DERECHO CORPORACION RADIO TELEVISION ESPANOLA,433066,4473592,,2018-1331
Centro de trabajo con mas de 250 trabajadores,Publica,115,Pozuelo de Alarcon,AVDA Radio y Television 4 1ª ,AVDA,Radio y Television,4,1ª,,28223,JUNTO A ASCENSORES EDIFICIO E.P.R. CORPORACION RADIO TELEVISION ESPANOLA,433066,4473592,,2018-1333
Centro de trabajo con mas de 250 trabajadores,Publica,079,Madrid,CALLE VESTIBULO PRINCIPAL LADO IZQUIERDO. TORRE ESPANA 92 BAJA ,CALLE,VESTIBULO PRINCIPAL LADO IZQUIERDO. TORRE ESPANA,92,BAJA,,,CORPORACION RADIO TELEVISION ESPANOLA,443782,4474682,,2018-1334
Establecimiento dependiente de una Administracion Publica,Publica,079,Madrid,CALLE de Emilia 12 BAJA ,CALLE,Emilia,12,BAJA,,28029,RECEPCION AGENCIA DE VIVIENDA SOCIAL DE LA COMUNIDAD DE MADRID,441198,4480051,L A V 8-15,2018-1410
"Instalacion, centro o complejo deportivo con mas de 500 usuarios diarios",Publica,079,Madrid,CALLE de la Estafeta   ,CALLE,Estafeta,,,,28041,CASETA DE ENTRADA A LA DERECHA PISCINA MUNICIPAL SANFERMIN. AYTO. MADRID,441162,4469645,,2018-1497
Instalaciones de transporte,Publica,079,Madrid,CALLE de Juan Jose Martinez Seco 0  ,CALLE,Juan Jose Martinez Seco,0,,,28021,PASADOS TORNOS PRED DCHA JUNTO A TAQUILLAS RENFE VIAJEROS SOCIEDAD MERCANTIL ESTATAL,441914,4467118,,2018-1562
Instalaciones de transporte,Publica,079,Madrid,CALLE de la Estacion 0  ,CALLE,Estacion,0,,,28024,"VESTIBULO PRINCIPAL, AL LADO DE LA TAQUILLA RENFE VIAJEROS EMPRESA MERCANTIL ESTATAL",414798,4497741,,2018-1563
Centro de trabajo con mas de 250 trabajadores,Publica,079,Madrid,CTRA de la Dehesa de la Villa 0 BAJA ,CTRA,Dehesa de la Villa,0,BAJA,,,HALL DE ENTRADA JUNTO SALIDA EMERGENCIA LATERAL IZDA CORPORACION RADIOTELEVISION ESPANOLA,437971,4478635,,2018-1313
Otros,Publica,152,Torrelodones,"CALLE A LA DERECHA DE LA ENTRADA, TRAS MOSTRADORES RECEPCION km 29  ",CALLE,"A LA DERECHA DE LA ENTRADA, TRAS MOSTRADORES RECEPCION",km 29,,,,CASINO DE JUEGO GRAN MADRID,421611,4491849,16-6,2018-1492
Instalaciones de transporte,Publica,079,Madrid,CALLE de Domingo Parraga 46  ,CALLE,Domingo Parraga,46,,,28021,ENTRADA PPAL. PARED DCHA. TAQUILLAS RENFE VIAJEROS SOCIEDAD MERCANTIL ESTATAL,439579,4465892,,2018-1561
"Instalacion, centro o complejo deportivo con mas de 500 usuarios diarios",Publica,079,Madrid,CALLE de Bravo Murillo 376  ,CALLE,Bravo Murillo,376,,,28020,CENTRO DEPORTIVO MUNICIPAL. EN EL HALL DE ENTRADA TRIANGULO DE ORO. AYTO. MADRID,441270,4479613,,2018-1588
"Instalacion, centro o complejo deportivo con mas de 500 usuarios diarios",Publica,049,Coslada,CALLE CAMPOS DE FUTBOL LA VIA S/N  ,CALLE,CAMPOS DE FUTBOL LA VIA,S/N,,,,,452864,4475430,,2018-1598
"Instalacion, centro o complejo deportivo con mas de 500 usuarios diarios",Publica,049,Coslada,CALLE Mejico s/n  ,CALLE,Mejico,s/n,,,,CAMPOS DE FUTBOL EL CERRO (ENTRADA POR CALLE MEJICO) ,453468,4474604,,2018-1600
Establecimiento dependiente de una Administracion Publica,Publica,060,Fuentidueña de Tajo,PLAZA de la Caserna 3  ,PLAZA,Caserna,3,,,28597,EDIFICIO AYUNTAMIENTO ATYNTAMIENTO FUENTIDUENA DE TAJO,486606,4440975,8-15 DIAS LABORALES,2018-1267
Establecimiento dependiente de una Administracion Publica,Publica,060,Fuentidueña de Tajo,AVDA de los Abogados de Atocha S/N  ,AVDA,los Abogados de Atocha,S/N,,,28597,"PABELLON CUBIERTO ""3 DE ABRIL"" AYUNTAMIENTO FUENTIDUENA DE TAJO",486059,4440458,HORARIO DE APERTURA,2018-1270
Establecimiento dependiente de una Administracion Publica,Publica,060,Fuentidueña de Tajo,AVDA de Elena Soriano 3  ,AVDA,Elena Soriano,3,,,28597,CENTRO DE LA TERCERA EDAD AYUNTAMIENTO DE FUENTIDUENA DEL TAJO,486184,4441004,L A V DE 15.30-19.30,2018-1286
Centro educativo,Publica,079,Madrid,AVDA de Puerta de Hierro 2  ,AVDA,Puerta de Hierro,2,,,28040,EDIFICIO PRINCIPAL ,438238,4477103,24:00 TODO EL ANO ,2018-1299
Centros residenciales de mayores con 200 plazas,Publica,079,Madrid,CALLE del Doctor Esquerdo 26 1ª ,CALLE,Doctor Esquerdo,26,1ª,,28028,Despacho de enfermeras a mano derecha en la 1ª planta ,443141,4473975,24 h,2018-1349
Otros,Publica,010,Alpedrete,CALLE del Campo de Futbol S/N   ,CALLE,Campo de Futbol,S/N ,,,28430,ENTRADA- HALL ,413872,4500874,,2018-1337
Establecimiento dependiente de una Administracion Publica,Publica,005,Alcala de Henares,AVDA de Meco   ,AVDA,Meco,,,,28805,COCHE PATRULLA 59 MATRICULA7635JWT.  POLICIA LOCAL. CUARTEL POLICIA AYTO. ALCALA DE H.,469719,4482597,24H,2018-1483
Otros,Publica,174,Villamanta,CNADA Real Segoviana S/N  ,CNADA,Real Segoviana,S/N,,,28610,EN INVIERNO EDIFICIO POLIDEPORTIVO. EN VERANO PISCINA AYUNTAMIENTO VILLAMANTA,405706,4461259,,2018-1295
Establecimiento dependiente de una Administracion Publica,Publica,079,Madrid,CALLE de la Basilica 23 BAJA ,CALLE,Basilica,23,BAJA,,28020,AGENCIA DE VIVIENDA SOCIAL CE LA COMUNIDAD DE MADRID ,440847,4477838,L A V 8-15,2018-1409
Establecimiento dependiente de una Administracion Publica,Publica,005,Alcala de Henares,AVDA de Meco 1  ,AVDA,Meco,1,,,28805,COCHE PATRULLA 64 POLICIA LOCAL MATRICULA 2612 KTK AYTO. ALCALA DE H. CUARTEL POLICIA,469719,4482597,24H,2018-1486
Centro educativo,Publica,091,Morata de Tajuña,CALLE del Grupo Escolar s/n  ,CALLE,Grupo Escolar,s/n,,,28530,"EN CONSERJERIA, FRENTE A DESPACHO DE DIRECCION C.E.I.P. ""CLAUDIO VAZQUEZ""",462474,4453559,7.30-19,2018-1503
Establecimiento dependiente de una Administracion Publica,Publica,079,Madrid,CALLE de Serrano 13  ,CALLE,Serrano,13,,,28001,BOTIQUIN ENTRADA DE EXPOSICION PERMANENTE DEL MUSEO MUSEO ARQUEOLOGICO NACIONAL,441602,4475000,24H,2018-1504
Establecimiento dependiente de una Administracion Publica,Publica,082,Manzanares el Real,AVDA de la Pedriza 36  ,AVDA,Pedriza,36,,,28410,RECEPCION DEL POLIDEPORTIVO MUNICIPAL AYUNTAMIENTO DE MANZANARES DEL REAL,426649,4508819,9-22,2018-1505
